73.697.443/0001-57SC510102SC      14285 14285 NF  1  25/08/2009S               85,00               12,00N                0,00                0,00                0,00               85,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
92.662.592/0001-25RS610102SC      14286 14286 NF  1  26/08/2009S              408,00               12,00N                0,00                0,00                0,00              408,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
83.648.477/0018-53SC510102SC      14287 14287 NF  1  26/08/2009S              150,80               12,00N                0,00                0,00                0,00              150,80                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
07.714.437/0001-36PR610102SC      14288 14288 NF  1  26/08/2009S             3659,76               12,00N                0,00                0,00                0,00             3659,76                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
83.648.477/0016-91SC510102SC      14289 14289 NF  1  26/08/2009S              149,06               12,00N                0,00                0,00                0,00              149,06                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
47.508.411/0116-03SP610102SC      14290 14290 NF  1  27/08/2009S             1810,20               12,00N                0,00                0,00                0,00             1810,20                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
93.209.765/0006-21RS610102SC      14291 14291 NF  1  27/08/2009S              242,16               12,00N                0,00                0,00                0,00              242,16                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
54.031.992/0001-43SP610102SC      14292 14292 NF  1  27/08/2009S              203,20               12,00N                0,00                0,00                0,00              203,20                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
93.015.006/0014-38RS610102SC      14293 14293 NF  1  27/08/2009S              825,60               12,00N                0,00                0,00                0,00              825,60                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
05.335.460/0001-94SP610102SC      14294 14294 NF  1  27/08/2009S              197,88               12,00N                0,00                0,00                0,00              197,88                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
78.522.273/0001-93SC510102SC      14295 14295 NF  1  28/08/2009S              102,00               12,00N                0,00                0,00                0,00              102,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
00.826.681/0001-41SC510102SC      14296 14296 NF  1  28/08/2009S               67,20               12,00N                0,00                0,00                0,00               67,20                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
03.602.625/0001-11SC510102SC      14297 14297 NF  1  28/08/2009S               51,00               12,00N                0,00                0,00                0,00               51,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
07.471.540/0001-00SC510102SC      14298 14298 NF  1  28/08/2009S               51,00               12,00N                0,00                0,00                0,00               51,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
82.710.716/0001-47SC510102SC      14299 14299 NF  1  28/08/2009S               51,00               12,00N                0,00                0,00                0,00               51,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
73.697.443/0001-57SC510102SC      14300 14300 NF  1  28/08/2009S              276,25               12,00N                0,00                0,00                0,00              276,25                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
08.672.340/0001-70SC510102SC      14301 14301 NF  1  28/08/2009S              357,00               12,00N                0,00                0,00                0,00              357,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
43.339.548/0001-73SP610102SC      14302 14302 NF  1  28/08/2009S              204,00               12,00N                0,00                0,00                0,00              204,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
82.647.165/0002-03SC510102SC      14303 14303 NF  1  28/08/2009S              153,00               12,00N                0,00                0,00                0,00              153,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                0,00                                            xxxx01
